Event Index,UTC Timestamp,UTC Date,Post Processed,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,sound,hc_ans,sound_nc_1,sound_nc_3,sound_nc_2,sound_c_1,sound_c_2,sound_c_3,progress,answer
352,1511281558127,21/11/2017 16:25:58,,1511281576649,-5,21/11/2017 11:26:16,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,167,2,Screen 2,Zone4,response_keyboard_single,7150.104999999981,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0044_SWT_LS_5456_62043_0002_tChange_5925_ms.wav,,,,,,,,1,1
353,1511281559486,21/11/2017 16:25:59,,1511281578014,-5,21/11/2017 11:26:18,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,168,1,Screen 1,fixation,fixation,1066.3136257850565,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0002_SWT_LS_7505_83618_0010_tChange_5893_ms.wav,,,,,,,,1,1
354,1511281566346,21/11/2017 16:26:06,,1511281584873,-5,21/11/2017 11:26:24,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,168,2,Screen 2,Zone4,response_keyboard_single,6843.424999999814,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0002_SWT_LS_7505_83618_0010_tChange_5893_ms.wav,,,,,,,,1,1
355,1511281567706,21/11/2017 16:26:07,,1511281586228,-5,21/11/2017 11:26:26,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,169,1,Screen 1,fixation,fixation,1066.4380100879353,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180299_0009_SWT_LS_7505_83618_0010_tChange_6219_ms.wav,,,,,,,,1,1
356,1511281574869,21/11/2017 16:26:14,,1511281593393,-5,21/11/2017 11:26:33,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,169,2,Screen 2,Zone4,response_keyboard_single,7149.34999999986,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180299_0009_SWT_LS_7505_83618_0010_tChange_6219_ms.wav,,,,,,,,1,1
357,1511281579748,21/11/2017 16:26:19,,1511281598281,-5,21/11/2017 11:26:38,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,3,1,Screen 1,Zone1,continue_button,4589.460000000196,,,0,1,0,,,,rt_test_v2,,,break,,,,,,,,,,
358,1511281580782,21/11/2017 16:26:20,,1511281599307,-5,21/11/2017 11:26:39,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,170,1,Screen 1,fixation,fixation,1033.33339571557,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0021_SWT_LS_5456_62043_0002_tChange_6033_ms.wav,,,,,,,,1,1
359,1511281587895,21/11/2017 16:26:27,,1511281606432,-5,21/11/2017 11:26:46,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,170,2,Screen 2,Zone4,response_keyboard_single,7109.64000000013,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0021_SWT_LS_5456_62043_0002_tChange_6033_ms.wav,,,,,,,,1,1
360,1511281589228,21/11/2017 16:26:29,,1511281607753,-5,21/11/2017 11:26:47,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,171,1,Screen 1,fixation,fixation,1033.33339571557,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0000_SWT_LS_7447_91187_0027_tChange_5367_ms.wav,,,,,,,,1,1
361,1511281595198,21/11/2017 16:26:35,,1511281613727,-5,21/11/2017 11:26:53,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,171,2,Screen 2,Zone4,response_keyboard_single,5958.469999999972,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0000_SWT_LS_7447_91187_0027_tChange_5367_ms.wav,,,,,,,,1,1
362,1511281596552,21/11/2017 16:26:36,,1511281615085,-5,21/11/2017 11:26:55,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,172,1,Screen 1,fixation,fixation,1066.4770778561942,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0019_SWT_LS_7447_91187_0027_tChange_5412_ms.wav,,,,,,,,1,1
363,1511281602498,21/11/2017 16:26:42,,1511281621031,-5,21/11/2017 11:27:01,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,172,2,Screen 2,Zone4,response_keyboard_single,5930.850000000093,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0019_SWT_LS_7447_91187_0027_tChange_5412_ms.wav,,,,,,,,1,1
364,1511281603858,21/11/2017 16:26:43,,1511281622382,-5,21/11/2017 11:27:02,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,173,1,Screen 1,fixation,fixation,1066.2257882042322,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0012_SWT_LS_5456_62014_0012_tChange_9088_ms.wav,,,,,,,,1,1
365,1511281614228,21/11/2017 16:26:54,,1511281632767,-5,21/11/2017 11:27:12,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,173,2,Screen 2,Zone4,response_keyboard_single,10368.899999999907,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180298_0012_SWT_LS_5456_62014_0012_tChange_9088_ms.wav,,,,,,,,1,1
366,1511281615573,21/11/2017 16:26:55,,1511281634111,-5,21/11/2017 11:27:14,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,174,1,Screen 1,fixation,fixation,1049.647821703693,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0025_SWT_LS_7447_91186_0038_tChange_5754_ms.wav,,,,,,,,1,1
367,1511281622551,21/11/2017 16:27:02,,1511281641086,-5,21/11/2017 11:27:21,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,174,2,Screen 2,Zone4,response_keyboard_single,6959.194999999832,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0025_SWT_LS_7447_91186_0038_tChange_5754_ms.wav,,,,,,,,1,1
368,1511281623904,21/11/2017 16:27:03,,1511281642442,-5,21/11/2017 11:27:22,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,175,1,Screen 1,fixation,fixation,1066.4796257670969,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0018_SWT_LS_7505_83618_0016_tChange_6213_ms.wav,,,,,,,,1,0
369,1511281633918,21/11/2017 16:27:13,,1511281652458,-5,21/11/2017 11:27:32,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,175,2,Screen 2,Zone2,gonogo_audio,10011.937270254828,0,,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0018_SWT_LS_7505_83618_0016_tChange_6213_ms.wav,,,,,,,,1,0
370,1511281635270,21/11/2017 16:27:15,,1511281653804,-5,21/11/2017 11:27:33,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,176,1,Screen 1,fixation,fixation,1050.0000633883756,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_258958_0035_SWT_LS_7447_91187_0005_tChange_5406_ms.wav,,,,,,,,1,1
371,1511281641096,21/11/2017 16:27:21,,1511281659633,-5,21/11/2017 11:27:39,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,176,2,Screen 2,Zone4,response_keyboard_single,5809.625,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_258958_0035_SWT_LS_7447_91187_0005_tChange_5406_ms.wav,,,,,,,,1,1
372,1511281642464,21/11/2017 16:27:22,,1511281660987,-5,21/11/2017 11:27:40,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,177,1,Screen 1,fixation,fixation,1066.2953346150462,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0012_SWT_LS_2843_152918_0058_tChange_5808_ms.wav,,,,,,,,1,0
373,1511281651873,21/11/2017 16:27:31,,1511281670407,-5,21/11/2017 11:27:50,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,177,2,Screen 2,Zone2,gonogo_audio,9413.391938205343,0,,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0012_SWT_LS_2843_152918_0058_tChange_5808_ms.wav,,,,,,,,1,0
374,1511281653215,21/11/2017 16:27:33,,1511281671765,-5,21/11/2017 11:27:51,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,178,1,Screen 1,fixation,fixation,1066.2971128101926,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0015_SWT_LS_7447_91187_0009_tChange_6307_ms.wav,,,,,,,,1,1
375,1511281660265,21/11/2017 16:27:40,,1511281678805,-5,21/11/2017 11:27:58,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,178,2,Screen 2,Zone4,response_keyboard_single,7024.074999999953,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0015_SWT_LS_7447_91187_0009_tChange_6307_ms.wav,,,,,,,,1,1
376,1511281661625,21/11/2017 16:27:41,,1511281680162,-5,21/11/2017 11:28:00,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,179,1,Screen 1,fixation,fixation,1066.2913284692913,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0005_SWT_LS_7505_258958_0035_tChange_8872_ms.wav,,,,,,,,1,1
377,1511281670829,21/11/2017 16:27:50,,1511281689372,-5,21/11/2017 11:28:09,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,179,2,Screen 2,Zone4,response_keyboard_single,9194.315000000177,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0005_SWT_LS_7505_258958_0035_tChange_8872_ms.wav,,,,,,,,1,1
378,1511281672185,21/11/2017 16:27:52,,1511281690725,-5,21/11/2017 11:28:10,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,180,1,Screen 1,fixation,fixation,1066.2820164146833,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0002_SWT_LS_374_180299_0042_tChange_5944_ms.wav,,,,,,,,1,1
379,1511281678859,21/11/2017 16:27:58,,1511281697396,-5,21/11/2017 11:28:17,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,180,2,Screen 2,Zone4,response_keyboard_single,6654.75,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0002_SWT_LS_374_180299_0042_tChange_5944_ms.wav,,,,,,,,1,1
380,1511281680229,21/11/2017 16:28:00,,1511281698756,-5,21/11/2017 11:28:18,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,181,1,Screen 1,fixation,fixation,1066.2511843063403,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0054_SWT_LS_2843_152918_0113_tChange_5903_ms.wav,,,,,,,,1,0
381,1511281689792,21/11/2017 16:28:09,,1511281708335,-5,21/11/2017 11:28:28,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,181,2,Screen 2,Zone2,gonogo_audio,9563.462034283904,0,,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0054_SWT_LS_2843_152918_0113_tChange_5903_ms.wav,,,,,,,,1,0
382,1511281691146,21/11/2017 16:28:11,,1511281709685,-5,21/11/2017 11:28:29,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,182,1,Screen 1,fixation,fixation,1066.4459668390919,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms.wav,,,,,,,,1,1
383,1511281697792,21/11/2017 16:28:17,,1511281716339,-5,21/11/2017 11:28:36,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,182,2,Screen 2,Zone4,response_keyboard_single,6637.844999999972,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms.wav,,,,,,,,1,1
384,1511281699120,21/11/2017 16:28:19,,1511281717666,-5,21/11/2017 11:28:37,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,183,1,Screen 1,fixation,fixation,1033.33339571557,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0019_SWT_LS_7447_91186_0038_tChange_6417_ms.wav,,,,,,,,1,1
385,1511281706343,21/11/2017 16:28:26,,1511281724898,-5,21/11/2017 11:28:44,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,183,2,Screen 2,Zone4,response_keyboard_single,7217.179999999935,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0019_SWT_LS_7447_91186_0038_tChange_6417_ms.wav,,,,,,,,1,1
386,1511281707713,21/11/2017 16:28:27,,1511281726263,-5,21/11/2017 11:28:46,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,184,1,Screen 1,fixation,fixation,1066.5013036874589,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62043_0025_SWT_LS_374_180298_0010_tChange_6165_ms.wav,,,,,,,,1,1
387,1511281714590,21/11/2017 16:28:34,,1511281733138,-5,21/11/2017 11:28:53,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,184,2,Screen 2,Zone4,response_keyboard_single,6859.9199999999255,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_62043_0025_SWT_LS_374_180298_0010_tChange_6165_ms.wav,,,,,,,,1,1
388,1511281715951,21/11/2017 16:28:35,,1511281734493,-5,21/11/2017 11:28:54,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,185,1,Screen 1,fixation,fixation,1066.444517055992,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0011_SWT_LS_2843_152918_0113_tChange_6006_ms.wav,,,,,,,,1,1
389,1511281722696,21/11/2017 16:28:42,,1511281741250,-5,21/11/2017 11:29:01,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,185,2,Screen 2,Zone4,response_keyboard_single,6740.9550000000745,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180298_0011_SWT_LS_2843_152918_0113_tChange_6006_ms.wav,,,,,,,,1,1
390,1511281724063,21/11/2017 16:28:44,,1511281742607,-5,21/11/2017 11:29:02,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,186,1,Screen 1,fixation,fixation,1066.344911573222,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0019_SWT_LS_2843_152918_0113_tChange_5397_ms.wav,,,,,,,,1,1
391,1511281730168,21/11/2017 16:28:50,,1511281748713,-5,21/11/2017 11:29:08,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,186,2,Screen 2,Zone4,response_keyboard_single,6090.489999999991,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_83618_0019_SWT_LS_2843_152918_0113_tChange_5397_ms.wav,,,,,,,,1,1
392,1511281731525,21/11/2017 16:28:51,,1511281750072,-5,21/11/2017 11:29:10,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,187,1,Screen 1,fixation,fixation,1066.4482934940606,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180299_0037_SWT_LS_374_180299_0033_tChange_6991_ms.wav,,,,,,,,1,0
393,1511281742266,21/11/2017 16:29:02,,1511281760814,-5,21/11/2017 11:29:20,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,187,2,Screen 2,Zone2,gonogo_audio,10728.69780525309,0,,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180299_0037_SWT_LS_374_180299_0033_tChange_6991_ms.wav,,,,,,,,1,0
394,1511281743601,21/11/2017 16:29:03,,1511281762150,-5,21/11/2017 11:29:22,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,188,1,Screen 1,fixation,fixation,1050.0000633883756,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0040_SWT_LS_5456_62043_0017_tChange_5945_ms.wav,,,,,,,,1,1
395,1511281750303,21/11/2017 16:29:10,,1511281768849,-5,21/11/2017 11:29:28,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,188,2,Screen 2,Zone4,response_keyboard_single,6682.76500000013,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0040_SWT_LS_5456_62043_0017_tChange_5945_ms.wav,,,,,,,,1,1
396,1511281751638,21/11/2017 16:29:11,,1511281770198,-5,21/11/2017 11:29:30,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,189,1,Screen 1,fixation,fixation,1066.3303856730927,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0009_SWT_LS_5456_62043_0022_tChange_6460_ms.wav,,,,,,,,1,1
397,1511281758879,21/11/2017 16:29:18,,1511281777440,-5,21/11/2017 11:29:37,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,189,2,Screen 2,Zone4,response_keyboard_single,7226.355000000214,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0009_SWT_LS_5456_62043_0022_tChange_6460_ms.wav,,,,,,,,1,1
398,1511281760238,21/11/2017 16:29:20,,1511281778795,-5,21/11/2017 11:29:38,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,190,1,Screen 1,fixation,fixation,1066.293925883947,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0032_SWT_LS_7447_91187_0030_tChange_5233_ms.wav,,,,,,,,1,0
399,1511281769295,21/11/2017 16:29:29,,1511281787852,-5,21/11/2017 11:29:47,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,190,2,Screen 2,Zone2,gonogo_audio,9047.01767117111,0,,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0032_SWT_LS_7447_91187_0030_tChange_5233_ms.wav,,,,,,,,1,0
400,1511281770643,21/11/2017 16:29:30,,1511281789208,-5,21/11/2017 11:29:49,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,191,1,Screen 1,fixation,fixation,1065.9972317391075,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0021_SWT_LS_374_180299_0004_tChange_5812_ms.wav,,,,,,,,1,1
401,1511281777329,21/11/2017 16:29:37,,1511281795879,-5,21/11/2017 11:29:55,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,191,2,Screen 2,Zone4,response_keyboard_single,6655.5,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0021_SWT_LS_374_180299_0004_tChange_5812_ms.wav,,,,,,,,1,1
402,1511281778673,21/11/2017 16:29:38,,1511281797239,-5,21/11/2017 11:29:57,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,192,1,Screen 1,fixation,fixation,1066.1567836131435,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0066_SWT_LS_2843_152918_0103_tChange_5450_ms.wav,,,,,,,,1,1
403,1511281785184,21/11/2017 16:29:45,,1511281803743,-5,21/11/2017 11:30:03,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,192,2,Screen 2,Zone4,response_keyboard_single,6488.815000000177,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0066_SWT_LS_2843_152918_0103_tChange_5450_ms.wav,,,,,,,,1,1
404,1511281786539,21/11/2017 16:29:46,,1511281805103,-5,21/11/2017 11:30:05,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,193,1,Screen 1,fixation,fixation,1066.2958374961745,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0009_SWT_LS_374_180299_0033_tChange_5901_ms.wav,,,,,,,,1,1
405,1511281793084,21/11/2017 16:29:53,,1511281811607,-5,21/11/2017 11:30:11,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,193,2,Screen 2,Zone4,response_keyboard_single,6488.820000000065,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0009_SWT_LS_374_180299_0033_tChange_5901_ms.wav,,,,,,,,1,1
406,1511281794412,21/11/2017 16:29:54,,1511281812967,-5,21/11/2017 11:30:12,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,194,1,Screen 1,fixation,fixation,1066.2908518491313,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_258958_0020_SWT_LS_374_180299_0037_tChange_6556_ms.wav,,,,,,,,1,1
407,1511281801650,21/11/2017 16:30:01,,1511281820206,-5,21/11/2017 11:30:20,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,194,2,Screen 2,Zone4,response_keyboard_single,7224.360000000102,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_258958_0020_SWT_LS_374_180299_0037_tChange_6556_ms.wav,,,,,,,,1,1
408,1511281809359,21/11/2017 16:30:09,,1511281827927,-5,21/11/2017 11:30:27,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,4,1,Screen 1,Zone1,continue_button,7413.090000000084,,,0,1,0,,,,rt_test_v2,,,break,,,,,,,,,,
409,1511281810425,21/11/2017 16:30:10,,1511281828977,-5,21/11/2017 11:30:28,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,195,1,Screen 1,fixation,fixation,1066.263794368133,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0022_SWT_LS_374_180299_0042_tChange_5631_ms.wav,,,,,,,,1,1
410,1511281816613,21/11/2017 16:30:16,,1511281835174,-5,21/11/2017 11:30:35,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,195,2,Screen 2,Zone4,response_keyboard_single,6180.489999999991,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0022_SWT_LS_374_180299_0042_tChange_5631_ms.wav,,,,,,,,1,1
411,1511281817963,21/11/2017 16:30:17,,1511281836525,-5,21/11/2017 11:30:36,2349,3,task-o4po,,889481,CMU-14,187103,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1280x1024,1280x912,,RT_test,5,196,1,Screen 1,fixation,fixation,1066.2353221187368,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0009_SWT_LS_7447_91187_0009_tChange_7335_ms.wav,,,,,,,,1,1
